account,emotion,count
CandidBowlEric_Todd,negative,6
CandidBowlHodge,negative,4
CandidBowlHodge,positive,2
CandidBowlLester,negative,12
CandidBowlLester,neutral,1
CandidBowlPatricia,negative,11
CandidBowlPatricia,neutral,1
CandidBowlPatricia,positive,1
CandidBreadJonathan,negative,5
CandidBreadKelly,negative,7
CandidBreadKelly,positive,1
CandidBreadRosie,negative,7
CandidBreadRosie,neutral,1
CandidBreadRosie,positive,1
CandidBrendaBread,negative,7
CandidBrownCar,negative,1
CandidBrunetteCouch77,negative,1
CandidCHouse,negative,16
CandidCHouse,neutral,2
CandidCHouse,positive,3
CandidCLight1990,negative,5
CandidCalvinBanana,negative,2
CandidCalvinBanana,neutral,1
CandidCandyCalvin_Holzinger,negative,16
CandidCandyCalvin_Holzinger,positive,1
CandidCarBrittany,negative,9
CandidCarBrittany,neutral,2
CandidCarBrittany,positive,1
CandidCarHarvey,negative,8
CandidCarHarvey,positive,2
CandidCarJoffrion,negative,8
CandidCasbarroCandy,negative,5
CandidCharmaineLight,negative,8
CandidCharmaineLight,positive,1
CandidClaraIcecream,negative,11
CandidClaraIcecream,neutral,1
CandidClaraIcecream,positive,2
CandidConcettaHouse,negative,8
CandidCouchElenora,negative,1
CandidCouchMary,negative,7
CandidCouchRivera,negative,4
CandidCouchRivera,neutral,1
CandidCouchSebastian,negative,10
CandidCouchSebastian,neutral,1
CandidCrossLight2012,negative,12
CandidCrossLight2012,neutral,2
CandidCrouseLight99,negative,7
CandidDBanana,negative,9
CandidDBanana,positive,1
CandidDBowl,negative,12
CandidDBowl,neutral,1
CandidDCar,negative,11
CandidDCar,positive,1
CandidDIcecream87,negative,4
CandidDIcecream87,positive,1
CandidDonnaBanana,negative,6
CandidDonnaBanana,positive,2
CandidDonnaCandy,negative,1
CandidDonnaCandy,neutral,1
CandidDrakeCar,negative,8
CandidDrakeCar,positive,1
CandidEIcecream,negative,4
CandidEIcecream,neutral,2
CandidEarlCar30,negative,2
CandidEarlCar30,neutral,1
CandidEarlCar30,positive,1
CandidEscobarBowl2016,negative,4
CandidEscobarBowl2016,positive,1
CandidEwingPlate2011,negative,8
CandidEwingPlate2011,neutral,1
CandidEwingPlate2011,positive,1
CandidFBowl1992,negative,7
CandidFBowl1992,neutral,1
CandidFBowl1992,positive,1
CandidFCouch,negative,10
CandidFCouch,positive,1
CandidFredLight,negative,21
CandidFredLight,neutral,1
CandidGarciaBowl35,negative,2
CandidGodboldLight1958,negative,5
CandidHBanana,negative,18
CandidHBanana,positive,1
CandidHBanana21,negative,19
CandidHBanana21,neutral,1
CandidHBanana21,positive,3
CandidHCandy,negative,7
CandidHCar1973,negative,2
CandidHCar2010,negative,8
CandidHaroldPlate,negative,14
CandidHaroldPlate,positive,1
CandidHoltLight,negative,9
CandidHouseFrancis,negative,2
CandidHouseFrancis,positive,1
CandidHouseJohn,negative,9
CandidIcecreamCohen,negative,3
CandidIcecreamCohen,neutral,1
CandidIcecreamCohen,positive,1
CandidIcecreamEnrique_Boggs,negative,15
CandidIcecreamEnrique_Boggs,positive,1
CandidIcecreamHeidi_Muir,negative,14
CandidIcecreamHeidi_Muir,neutral,3
CandidIcecreamHeidi_Muir,positive,3
CandidJBanana,negative,4
CandidJBanana,positive,1
CandidJHouse,negative,2
CandidJIcecream,negative,5
CandidJamesIcecream,negative,3
CandidJanetBanana,negative,12
CandidJanetBanana,neutral,1
CandidJanetBanana,positive,1
CandidJenkinsHouse,negative,14
CandidJenkinsHouse,positive,3
CandidJoBowl,negative,6
CandidKBowl,negative,4
CandidKBowl,neutral,1
CandidKBowl,positive,1
CandidKHouse,negative,9
CandidKHouse,neutral,1
CandidKHouse,positive,1
CandidKathyIcecream,negative,10
CandidKathyIcecream,neutral,3
CandidKlinkBowl61,negative,16
CandidKuntzBowl,negative,4
CandidKuntzBowl,positive,1
CandidLBread,negative,19
CandidLBread,neutral,1
CandidLBread2010,negative,4
CandidLCouch,negative,5
CandidLHouse,negative,3
CandidLightJarrod,negative,8
CandidLightJarrod,positive,1
CandidLightRicardo_Taylor,negative,3
CandidLightRicardo_Taylor,positive,1
CandidLindaBread,negative,3
CandidMCouch43,negative,7
CandidMLight,negative,6
CandidMLight,positive,1
CandidMarshallBanana,negative,2
CandidMarshallBanana,positive,1
CandidMartinLight19,negative,11
CandidMartinLight19,neutral,1
CandidMatherlyCandy1995,negative,6
CandidMatherlyCandy1995,positive,2
CandidMirandaBowl,negative,1
CandidMolleurCouch,negative,13
CandidMolleurCouch,positive,3
CandidNormaBanana,negative,3
CandidNormaBanana,neutral,1
CandidNormaBanana,positive,1
CandidPCouch2003,negative,13
CandidPCouch2003,neutral,1
CandidPCouch2003,positive,1
CandidPlateDakins,negative,6
CandidPlateDakins,neutral,2
CandidPlateKenneth,negative,3
CandidPlateKenneth,neutral,1
CandidPlateMike_Wolfe,negative,4
CandidPlateMike_Wolfe,positive,1
CandidPlateMiles_Parrott,negative,14
CandidPlateMiles_Parrott,neutral,2
CandidPlateMiles_Parrott,positive,1
CandidRBanana,negative,3
CandidRBowl,negative,4
CandidRBowl,positive,1
CandidRBread,negative,3
CandidRBread72,negative,10
CandidRBread72,neutral,2
CandidRBread72,positive,1
CandidRCouch1960,negative,9
CandidRLight,negative,13
CandidRLight,positive,2
CandidRPlate,neutral,1
CandidRPlate,positive,2
CandidRalphBowl,negative,12
CandidRalphBowl,neutral,2
CandidRandallBowl2006,negative,6
CandidRandallBowl2006,neutral,1
CandidRobertCandy,negative,4
CandidRobertCandy,positive,1
CandidSBowl,negative,16
CandidSBowl,neutral,1
CandidSBowl72,negative,3
CandidSBowl72,neutral,1
CandidSCandy,negative,3
CandidSLight,positive,3
CandidSPlate,negative,13
CandidSPlate,neutral,1
CandidSPlate,positive,3
CandidSamuelIcecream,negative,7
CandidSamuelIcecream,positive,2
CandidSchultzCandy89,negative,19
CandidSchultzCandy89,positive,2
CandidScottIcecream2000,negative,7
CandidShortPlate,negative,5
CandidSimmonsBowl1962,negative,18
CandidSimmonsBowl1962,positive,2
CandidStrunkCouch1987,negative,11
CandidTBanana,negative,4
CandidTBanana,neutral,1
CandidTBanana,positive,1
CandidTBowl,negative,19
CandidTBowl,positive,3
CandidTBread,negative,11
CandidTBread,neutral,1
CandidTBread,positive,1
CandidTCandy,negative,2
CandidTLight,negative,4
CandidTLight,neutral,2
CandidThelmaBanana,negative,2
CandidThelmaBanana,neutral,1
CandidThelmaBanana,positive,1
CandidTousignantHouse,negative,3
CandidTousignantHouse,positive,1
CandidUzielCouch1967,negative,11
CandidUzielCouch1967,positive,2
CandidVillarrealIcecream,negative,15
CandidVillarrealIcecream,positive,1
CandidVilvenCar36,negative,7
CandidWCouch,negative,14
CandidWCouch,positive,4
CandidWLight2000,negative,4
CandidWeeksBread75,negative,5
CandidWidenLight1992,negative,11
CandidWillettPlate1968,negative,14
CandidYoungBowl55,negative,5
CandidYoungBowl55,neutral,1
CandidYoungBowl55,positive,1
Candidana,negative,3
Cann1991,negative,8
Cann1991,neutral,1
Cann1991,positive,1
CannadyOctopus83,negative,3
CaraCuriousR,negative,11
CaraCuriousR,positive,2
Carita1957Robinson,negative,11
Carita1957Robinson,positive,1
CarlFastY,negative,14
CarlFastY,neutral,2
CarlSmartP,negative,9
Carl_RobinsonDog2002,negative,6
Carl_RobinsonDog2002,neutral,1
Carla1990R,negative,4
CarlosLion2005,negative,5
CarlosLion2005,positive,1
Carlos_Gordon83,negative,12
Carlos_Gordon83,neutral,1
Carlos_Gordon83,positive,1
Carlos_Turner70,negative,9
Carlos_Turner70,positive,1
Carol Geenin,neutral,1
Carol19Hernandez,negative,5
CarolGeenin,negative,3
CarolGeenin,positive,1
Carol_MorrisWhale2010,negative,7
CaroleWileyObrien,negative,4
CaroleWileyObrien,positive,2
Carole_Gulley2006,negative,6
Carole_Gulley2006,neutral,1
Caroline_JonesHorse47,negative,2
Caroline_JonesHorse47,positive,1
Carolyn1985,negative,5
Carolyn1985,positive,2
CarolynCuriousBarker,negative,10
Carrie_SatcherLion1999,negative,3
Carrie_SatcherLion1999,positive,1
CarverWhale90,negative,13
CarverWhale90,neutral,1
CarverWhale90,positive,2
Casillas1974,negative,4
Casillas1974,neutral,1
Cassandra_ShiltOctopus1967,negative,9
Cassandra_ShiltOctopus1967,neutral,1
CassieStones,negative,63
CassieStones,neutral,10
CassieStones,positive,7
CastilloDog1978,negative,8
CastilloDog1978,neutral,1
CastilloDog1978,positive,1
CatLadyKylieCrane,negative,12
CatLadyKylieCrane,neutral,2
CatLadyKylieCrane,positive,1
Catherin_Brown32,negative,10
Catherin_Brown32,positive,2
CatherineOctopus2004,negative,7
CatherineOctopus2004,positive,1
CaturdayNightFever,negative,5
CaturdayNightFever,neutral,1
CedricCleverWoodie,negative,4
CedricLazySingletary,negative,3
CelebrityBrattyMatty,negative,5
CeravoloWhale1992,negative,13
CeravoloWhale1992,positive,1
Chad_BarronMouse1962,negative,5
Chad_BarronMouse1962,neutral,1
ChapmanCat1995,negative,6
ChapparelFD,negative,1
Chappie,negative,1
CharityWhale7,negative,4
CharityWhale7,neutral,1
CharityWhale7,positive,1
Charlene91G,negative,20
Charlene91G,positive,1
Charles2000,negative,11
Charles2000,positive,2
Charles2019,negative,7
Charles89,negative,4
Charles89,positive,1
CharlesBear79,negative,6
CharlesBear79,neutral,1
CharlesBear85,negative,8
CharlesBear85,positive,1
CharlesCuriousJ,negative,10
CharlesCuriousJ,neutral,1
CharlesCuriousJ,positive,1
CharlesFamousWhite,negative,11
CharlesFamousWhite,neutral,1
Charles_FloresCat2015,negative,7
Charles_Fultz22,negative,11
Charles_Fultz22,neutral,1
Charles_Fultz22,positive,1
Charles_Popp78,negative,5
Charles_SimmonsMouse1977,negative,7
Charles_SimmonsMouse1977,positive,1
Charlotte1957,negative,7
Charlotte1957,neutral,2
Charlotte1957,positive,1
ChatmanOctopus8,negative,15
ChemistryTeacherRichardNelson,negative,58
ChemistryTeacherRichardNelson,neutral,4
ChemistryTeacherRichardNelson,positive,6
Cheryl_MeeksFish82,negative,24
Cheryl_MeeksFish82,neutral,1
Cheryl_MeeksFish82,positive,1
Chippy,negative,1
Chippy,positive,1
Chisolm67,negative,9
ChloeJohnson,negative,96
ChloeJohnson,neutral,11
ChloeJohnson,positive,3
Chocolatte,negative,1
ChristianCleverL,negative,13
ChristinaFleetMills,negative,10
ChristinaFleetMills,neutral,2
Christine1963M,negative,10
Christine1963M,neutral,1
Christine1963M,positive,1
Christine23,negative,17
Christine23,positive,3
ChristineCandidSilva,negative,6
ChristineCandidSilva,positive,1
ChristineDog28,negative,6
ChristineHorse3,negative,2
ChristineOctopus49,negative,5
ChristineOctopus49,positive,1
Christine_MalinskiFish1954,negative,6
Christine_MalinskiFish1954,positive,2
Christine_Sanchez1955,negative,8
Christopher71,negative,4
Christopher_BednarczykDog53,negative,9
Christopher_BednarczykDog53,neutral,2
Christopher_BednarczykDog53,positive,3
Christopher_BogartBear26,negative,13
Christopher_BogartBear26,positive,1
Christopher_ChauLion1992,negative,6
ChristyFamousHoag,negative,5
CiloFlame,negative,13
Circus,negative,2
City EOC,negative,1
CityEvents,negative,1
CityTrauma,negative,1
Cking,negative,1
Clara69Geter,negative,3
ClaraTallF,negative,14
ClaraTallF,positive,2
ClarenceDog2017,negative,7
ClarenceDog2017,neutral,1
Claude_Bonita42,negative,6
Claude_Bonita42,positive,1
Cleo_RolfHorse22,negative,4
ClevelandObnoxiousCarter,negative,12
ClevelandObnoxiousCarter,neutral,1
ClevelandObnoxiousCarter,positive,2
CleverACandy,negative,9
CleverACandy,neutral,2
CleverACandy,positive,1
CleverAIcecream,negative,12
CleverAIcecream,neutral,2
CleverAIcecream,positive,1
CleverAmyIcecream,negative,6
CleverAmyIcecream,neutral,1
CleverAmyIcecream,positive,1
CleverBBanana,negative,14
CleverBBanana,positive,1
CleverBBowl86,negative,8
CleverBakerCandy,negative,4
CleverBakerCandy,neutral,1
CleverBananaKowalik,negative,12
CleverBananaTimothy_Case,negative,11
CleverBananaTimothy_Case,positive,1
CleverBeverlyCandy,negative,7
CleverBeverlyCandy,neutral,1
CleverBeverlyCandy,positive,2
CleverBowlAhearn,negative,11
CleverBowlBobby,negative,1
CleverBowlBobby,neutral,1
CleverBowlDavid_Petersen,negative,20
CleverBowlDavid_Petersen,neutral,1
CleverBowlDavid_Petersen,positive,1
CleverBowlLarkin,negative,15
CleverBowlLarkin,neutral,1
CleverBowlLarkin,positive,3
CleverBowlRichard_Miller,negative,19
CleverBowlRichard_Miller,neutral,2
CleverBowlRichard_Miller,positive,2
CleverBowlRoss,negative,6
CleverBowlRoss,neutral,1
CleverBowlTerrence_Norstrand,negative,1
CleverBreadCarey,negative,7
CleverBreadCarey,neutral,1
CleverBreadGary_Beckham,negative,13
CleverBreadGary_Beckham,positive,1
CleverBreadGilbert,negative,3
CleverBreadGilbert,positive,1
CleverBreadHenry_Ingram,negative,6
CleverBreadKathleen,negative,12
CleverBreadKathleen,positive,1
CleverBreadMccluskey,negative,5
CleverBreadMccluskey,neutral,1
CleverBreadWallace_Castro,negative,5
CleverBreadWallace_Castro,positive,2
CleverBruceLight,negative,10
CleverBruceLight,neutral,3
CleverBruceLight,positive,2
CleverBuckCar2016,negative,10
CleverBuckCar2016,neutral,2
CleverCBanana,negative,17
CleverCBanana,neutral,2
CleverCBanana,positive,1
CleverCCouch,negative,16
CleverCPlate,negative,3
CleverCandyBarbara_Nye,negative,13
CleverCandyBarbara_Nye,neutral,4
CleverCandyBarbara_Nye,positive,2
CleverCandyEdward,negative,2
CleverCandyEdward,positive,1
CleverCandyElaine_Marte,negative,9
CleverCandyHugh_Vernon,negative,7
CleverCandyHugh_Vernon,neutral,1
CleverCandyHugh_Vernon,positive,1
CleverCandyWashington,negative,4
CleverCandyWashington,positive,1
CleverCouchDan,negative,5
CleverCouchElla,negative,6
CleverCouchHauff,negative,4
CleverCouchHauff,positive,2
CleverCouchKathy,negative,6
CleverCouchKimberly,negative,12
CleverCouchKimberly,neutral,1
CleverCouchKimberly,positive,1
CleverDCandy,negative,11
CleverDCandy,neutral,1
CleverDCandy,positive,2
CleverDCar,negative,7
CleverDCar,neutral,2
CleverDCar,positive,1
CleverDCar20,negative,3
CleverDHouse1997,negative,10
CleverDonaldsonLight,negative,5
CleverDonaldsonLight,neutral,1
CleverDonaldsonLight,positive,2
CleverEastmanLight31,negative,7
CleverEastmanLight31,neutral,1
CleverEdwardCandy,negative,4
CleverEdwardCandy,positive,2
CleverEllisBread67,negative,4
CleverEllisBread67,neutral,2
CleverEllisBread67,positive,2
CleverFLight,negative,3
CleverFLight,neutral,1
CleverGLight,negative,3
CleverGaryBanana,negative,9
CleverGaryBanana,neutral,1
CleverGaryBanana,positive,6
CleverGatesIcecream,negative,10
CleverGranthamIcecream,negative,11
CleverGranthamIcecream,neutral,1
CleverGroverIcecream,negative,4
CleverHacklemanCouch2012,negative,1
CleverHanesPlate1986,negative,10
CleverHanesPlate1986,positive,1
CleverHansonBowl63,negative,3
CleverHollinsLight,negative,7
CleverHollinsLight,neutral,1
CleverHollinsLight,positive,1
CleverHouseBrandon,negative,4
CleverHouseBrandon,positive,1
CleverIcecreamGreene,negative,10
CleverIcecreamPatricia,negative,16
CleverIcecreamPatricia,neutral,1
CleverIcecreamPatricia_Tarango,negative,10
CleverIcecreamPatricia_Tarango,positive,1
CleverJCar,negative,3
CleverJaimeCouch,negative,3
CleverJamesCandy92,negative,9
CleverJamesCandy92,positive,1
CleverJamesPlate,negative,1
CleverJamesPlate,neutral,1
CleverJoanBowl,negative,7
CleverJoanBowl,neutral,2
CleverKBread,negative,4
CleverKCouch,negative,6
CleverKCouch,neutral,1
CleverKathrynCandy,negative,9
CleverKayeLight,negative,5
CleverKomulaIcecream40,negative,6
CleverLBread47,negative,1
CleverLightCynthia,negative,8
CleverLightDawn,negative,1
CleverLightDeno,negative,3
CleverLightGraham,negative,5
CleverLightGraham,positive,2
CleverLightMichael_Vega,negative,2
CleverLightMichael_Vega,neutral,1
CleverLightPatricia,negative,6
CleverLightPatricia,positive,2
CleverLightRobin,negative,12
CleverLightRobin,neutral,1
CleverLightSheri_Vig,negative,6
CleverLightSheri_Vig,neutral,1
CleverLightSheri_Vig,positive,1
CleverLovellCandy,negative,5
CleverLovellCandy,neutral,1
CleverLuellaCandy,negative,6
CleverMBowl,negative,17
CleverMBowl,neutral,1
CleverMBread,negative,21
CleverMBread,neutral,3
CleverMCandy,negative,4
CleverMCouch1971,negative,2
CleverMHouse,negative,11
CleverMHouse,neutral,1
CleverMHouse,positive,1
CleverMPlate89,negative,7
CleverMPlate89,neutral,1
CleverMPlate89,positive,2
CleverMaconIcecream2018,negative,8
CleverMcanallyBanana,negative,1
CleverMcanallyBanana,positive,1
CleverMichealHouse,negative,12
CleverMichealHouse,neutral,1
CleverMichealHouse,positive,1
CleverMillerBowl29,negative,9
CleverMillerBowl29,positive,2
CleverNPlate89,negative,13
CleverNewtonBread1987,negative,6
CleverNewtonBread1987,neutral,1
CleverNilesCouch,negative,2
CleverOhareIcecream2007,negative,10
CleverOhareIcecream2007,positive,2
CleverOliverHouse50,negative,9
CleverOliverHouse50,positive,1
CleverPBanana,negative,8
CleverPBanana,neutral,2
CleverPCar,negative,7
CleverPCar,neutral,1
CleverPCar,positive,2
CleverPIcecream,negative,21
CleverPIcecream,neutral,1
CleverPattiBread,negative,9
CleverPattiBread,positive,1
CleverPlateEvelyn_Jacques,negative,2
CleverPlateHeather,negative,3
CleverPlateManuel,negative,4
CleverPlateMarie_Wilkins,negative,7
CleverPlateMarie_Wilkins,neutral,1
CleverPlateSims,negative,1
CleverPlateSims,positive,1
CleverPlateSteinke,negative,6
CleverPlateTodd_Sayer,negative,2
CleverPlateTodd_Sayer,neutral,1
CleverPlateVincent,negative,11
CleverRCar,negative,3
CleverRCar,positive,1
CleverRHouse,negative,10
CleverRIcecream,negative,11
CleverRIcecream,neutral,1
CleverRIcecream,positive,3
CleverRachaelLight,negative,4
CleverRichardPlate,negative,6
CleverSBread1988,negative,3
CleverSBread1988,positive,2
CleverSCar,negative,5
CleverSCar,neutral,2
CleverSPlate,negative,6
CleverSalibaBowl,negative,9
CleverSalibaBowl,neutral,1
CleverSalibaBowl,positive,1
CleverSantiagoBowl59,negative,10
CleverSaxonHouse43,negative,4
CleverScottIcecream,negative,17
CleverScottPlate1964,negative,7
CleverScottPlate1964,neutral,1
CleverScottPlate1964,positive,1
CleverShahIcecream,negative,7
CleverShahIcecream,neutral,2
CleverShannonCouch,negative,13
CleverShannonCouch,neutral,1
CleverSkibbeCandy,negative,1
CleverStarkCar,negative,9
CleverTBanana,negative,4
CleverTBread,negative,1
CleverTIcecream,negative,5
CleverTomIcecream,negative,4
CleverTomIcecream,neutral,1
CleverTravisBowl,negative,6
CleverTravisBowl,neutral,1
CleverTravisBowl,positive,1
CleverTurgeonPlate,negative,2
CleverVegterIcecream39,negative,11
CleverVegterIcecream39,neutral,2
CleverWBanana1990,negative,11
CleverWBanana1990,neutral,1
CleverWPlate87,negative,3
CleverWallaceCandy,negative,4
CleverWallaceCandy,neutral,1
CleverWeinerIcecream,negative,11
CleverWeinerIcecream,positive,1
CleverYoungCandy,negative,4
CleverYoungCandy,neutral,1
ClintonCat2006,negative,5
ClydeDarkS,negative,10
Clyde_Turman67,negative,1
CodyFleetOpheim,negative,4
Colleen1987Garcia,negative,3
Colleen1987Garcia,positive,1
CollierHorse82,negative,4
CollierHorse82,neutral,1
CollierHorse82,positive,1
ConnerBear1964,negative,9
ConnerBear1964,positive,1
Connie1954B,negative,6
Connie1954B,neutral,1
Connie1954B,positive,3
ConnieOctopus66,negative,3
CookLion11,negative,1
CookWhatWhen81,negative,15
CookWhatWhen81,neutral,2
Corey_LathropWhale31,negative,12
Corey_LathropWhale31,neutral,1
Corey_LathropWhale31,positive,1
CouldBeEconomics,negative,1
Courtney65B,negative,5
Courtney65B,positive,1
CowettMouse56,negative,6
CraigDog26,negative,8
CraigDog26,neutral,2
Craven1981,negative,15
Craven1981,positive,1
CreakyConstruct,negative,1
CriggerHorse1990,negative,4
Cristina48Mcdaniel,negative,11
Cristina48Mcdaniel,neutral,1
Cristobal_Bryant85,negative,6
Crosby85,negative,15
Crosby85,neutral,2
Crosby85,positive,3
CrosslandBird1986,negative,11
CrosslandBird1986,neutral,1
Crowson1974,negative,8
CruzLion2008,negative,1
CruzLion2008,positive,1
Crystal_SantosOctopus79,negative,13
Crystal_SantosOctopus79,positive,1
Cuevas76,negative,6
Cummings26,negative,13
Cummings26,positive,1
Cunningham54,negative,5
Cunningham54,positive,2
CuriousABread,negative,10
CuriousABread,neutral,1
CuriousBBanana1952,negative,1
CuriousBBanana1952,neutral,2
CuriousBHouse99,negative,1
CuriousBHouse99,positive,1
CuriousBLight31,negative,9
